name,link,country,fact_reporting,media_type,traffic,press_freedom,cred_rank,bias
Middle East Forum,https://www.meforum.org,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Middle East Media Research Institute (MEMRI),https://www.memri.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Mixi.Media,https://mixi.media/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Mobile Courant,https://mobilecourant.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Mohave Today,https://mohavetoday.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Mondoweiss,http://mondoweiss.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Monterey Times,https://montereytimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
MoonBattery,https://moonbattery.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
MoveOn,https://front.moveon.org,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
MSMLies.com,https://www.msmlies.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
MTO News,https://mtonews.com/,USA,LOW,Website,High Traffic,N/A,N/A,fake_news
Muncie Reporter,https://mtonews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
NW Iowa News,https://mtonews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
My Right American,https://myrightamerica.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Naples Standard,https://naplesstandard.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Nature Coast Times,https://naturecoasttimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
National Alliance,Source: natall.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
National Enquirer,http://www.nationalenquirer.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
National Insiders,https://nationalinsiders.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
National Policy Institute,https://nationalpolicy.institute/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
National Rifle Association (NRA),https://home.nra.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
National Right to Life Committee (NRLC),https://home.nra.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
National Vanguard,https://nationalvanguard.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Natural State News,https://naturalstatenews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Naugatuck Times,https://naugatucktimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NC Florida News,https://ncfloridanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
NC Georgia News,https://ncfloridanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
NC Kansas News,https://ncfloridanews.com/,USA,MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
NC Indiana News,https://ncfloridanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
NE Alabama News,https://nealabamanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NE Atlanta News,https://nealabamanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
NE Cali News,https://necalinews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NE Colorado News,https://necoloradonews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
NE Connecticut News,https://neconnnews.com/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
NE Florida News,https://nefloridanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
NE Indiana News,https://nefloridanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
NE Iowa News,https://nefloridanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
NE Kansas News,https://nefloridanews.com/,USA,MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
NE Sacramento News,https://nesacramentonews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NE Valley Times,https://nevalleytimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
New Nation News,http://www.newnation.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
News18,http://www.newnation.org/,India,MIXED,TV Station,High Traffic,LIMITED FREEDOM,N/A,fake_news
News Blaze,https://newsblaze.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
News Break,https://www.newsbreak.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
News Heist,https://newsheist.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
News Hour First,https://newshourfirst.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
News Punch,https://newspunch.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
News Pushed,https://newspushed.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NewsReady,https://www.newsready.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
News Rescue,https://newsrescue.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
News Sloth,http://newssloth.com/,USA,MIXED,Website,Medium Traffic,MOSTLY FREE,N/A,fake_news
News With Views,https://newswithviews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NewsAmmo,http://newsammo.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Newsmax,https://www.newsmax.com/,USA (44/180 Press Freedom),MIXED,TV Station,High Traffic,N/A,N/A,fake_news
Newsner,https://en.newsner.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Newsview,https://www.newsview.gr/,Greece,VERY LOW,Website,Medium Traffic,MODERATE FREEDOM,N/A,fake_news
NewsWars,https://newswars.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Next News Network,https://www.youtube.com/nextnewsnetwork,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NOQ Report,https://noqreport.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Nordic Monitor,https://www.nordicmonitor.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North Alaska News,https://northalaskanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North Birmingham Times,https://northbirminghamtimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North Broward News,https://northbrowardnews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Central Arkansas News,https://ncarkansasnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North Coast California News,https://northcoastcanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North Cook News,https://northcoastcanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North DSM News,https://northcoastcanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Egypt News,https://northcoastcanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Fulton Today,https://northcoastcanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Gwinnett News,https://northcoastcanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Idaho Times,https://northcoastcanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Indy News,https://northcoastcanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Inland News,https://northinlandnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North Iowa Reporter,https://northinlandnews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Jefferson Country News,https://northjeffconews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
North Lake Times,https://northjeffconews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Little Rock Times,https://northlittlerocktimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North Miami-Dade News,https://northlittlerocktimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North OC Times,https://northoctimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North Orlando News,https://northoctimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Palm Beach Today,https://northoctimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Panhandle News,https://northoctimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Pima News,https://northpimanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North Pinellas News,https://northpimanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
North Sacramento Today,https://northsactoday.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North New Castle News,https://northnewcastlenews.com/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
North SFV Today,https://northsfvtoday.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North SGV News,https://northsgvnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
North Wichita News,https://northsgvnews.com/,USA,MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Not Allowed To,https://notallowedto.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Now8News,http://now8news.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NowThis News,https://nowthisnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NPR.News (Natural News),https://www.npr.news/,USA,VERY LOW,N/A,N/A,N/A,N/A,fake_news
NRL News Today,https://www.nationalrighttolifenews.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NTD TV (New Tang Dynasty),https://www.ntd.com,USA (44/180 Press Freedom),MIXED,TV Station,Medium Traffic,N/A,N/A,fake_news
NW Alabama News,https://nwalabamanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NW Arkansas News,https://nwarkansasnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NW Atlanta News,https://nwarkansasnews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
NW Connecticut News,https://nwconnnews.com/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
NW Georgia News,https://nwconnnews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
NW Illinois News,https://nwconnnews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
NW Kansas News,https://nwconnnews.com/,USA,MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
NW LA Times,https://nwlatimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NW Riverside News,https://nwriversidenews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
NW Valley Times,https://nwvalleytimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Oakland City Wire,https://oaklandcitywire.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Oath Keepers,https://www.oathkeepers.org,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Objectivist,https://www.objectivist.co/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Ocala Standard,https://www.objectivist.co/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Occupy Democrats,http://occupydemocrats.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Okeechobee Times,http://occupydemocrats.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Orlando Standard,http://occupydemocrats.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Outraged Patriot,https://outragedpatriot.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Overpasses for America,https://overpassesforamerica.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Pacific Pundit,https://www.pacificpundit.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Palm Coast Times,https://www.pacificpundit.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Panama City Reporter,https://www.pacificpundit.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Parler,https://parler.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Pasco Reporter,https://parler.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Patriot Fetch,https://patriotfetch.com/,USA,LOW,Website,Medium Traffic,N/A,N/A,fake_news
Patriot Journal,https://thepatriotjournal.com/,USA (44/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,fake_news
Patriot Report,https://www.patriotreport.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Patriotic Viral News,https://www.patrioticviralnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
PC Must Die News,https://pcmustdie.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
PeaceData,https://peacedata.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Peach Tree Times,https://peacedata.net/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Pensacola Times,https://peacedata.net/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Peoria Standard,https://peacedata.net/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Perez Hilton,https://perezhilton.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Personal Interpretation,https://www.personalinterpretation.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Personal Liberty,https://personalliberty.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
PHX Reporter,https://phxreporter.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Pinal Today,https://pinaltoday.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Pinellas Times,https://pinaltoday.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
PJ Media,https://pjmedia.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
PM Nightly News,http://pmnightlynews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Pocatello Times,http://pmnightlynews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
PoliticalDiscussion,http://www.political-discussion.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Political Flare,https://www.politicalflare.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Political Insider,https://thepoliticalinsider.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Political State,https://politicalstate.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Politifact News,http://www.politifact.news/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
PoliticsOnline.net,http://www.politicsonline.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Polk Times,http://www.politicsonline.net/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Pomona Valley News,https://pomonavalleynews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Population Research Institute,https://www.pop.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Populist.Press,https://populist.press/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Powdered Wig Society,http://powderedwigsociety.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
PragerU,https://www.prageru.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Prairie State Wire,https://www.prageru.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Pravda Report,https://www.pravdareport.com/,Russia,VERY LOW,N/A,N/A,N/A,N/A,fake_news
Press California,https://presscalifornia.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Press Corp,https://presscorp.org/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Press TV,https://www.presstv.ir/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Prntly,https://prntly.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Project Veritas,https://www.projectveritas.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Proto Thema,https://www.projectveritas.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Pro Trump News,https://protrumpnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Pulaski Times,https://pulaskitimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Puppet String News,http://www.puppetstringnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Quillette,https://quillette.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Quincy Reporter,https://quillette.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
RAIR Foundation USA,https://rairfoundation.com/,USA,LOW,Website,Medium Traffic,MOSTLY FREE,N/A,fake_news
Rational Ground,https://rationalground.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Raw Conservative Opinions,https://rawconservativeopinions.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Real Conservatives Unite,https://realconservativesunite.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Real Science (Goodsciencing.com),https://goodsciencing.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Red Blue Divide,https://redbluedivide.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Redding Today,https://reddingtoday.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Red Ice TV,https://redice.tv/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
RedOrbit,https://www.redorbit.com/,USA,MIXED,N/A,N/A,N/A,N/A,fake_news
Red State Watcher,http://redstatewatcher.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
RedState,https://www.redstate.com,USA (44/180 Press Freedom),MIXED,Website,High Traffic,N/A,N/A,fake_news
Red Voice Media,https://www.redvoicemedia.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Redwood Empire News,https://redwoodempirenews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Reed Cooper News,https://www.reedcooper.net,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Reformed Media,https://reformedmedia.net/,USA,LOW,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Renew America,http://www.renewamerica.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
RenewedRight.com,https://renewedright.com,USA,MIXED,Website,Medium Traffic,MOSTLY FREE,N/A,fake_news
Republican Daily,https://republicandaily.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Republican National Committee (RNC),https://www.gop.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Resist The Mainstream,https://resistthemainstream.org/,Macedonia,MIXED,Website,Medium Traffic,MODERATE FREEDOM,N/A,fake_news
Revolver.News,https://www.revolver.news/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Righter Way,https://righterway.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Right Side Broadcasting Network (RSBN),https://www.rsbnetwork.com/,USA (45/180 Press Freedom),LOW,Website/Video,Medium Traffic,N/A,N/A,fake_news
Right Wing News,https://rightwingnews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Right Wing Tribune,https://rightwingtribune.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Riposte Laique,https://rightwingtribune.com/,France,VERY LOW,Organization/Foundation,Medium Traffic,MOSTLY FREE,N/A,fake_news
River Bend Times,https://rightwingtribune.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
River Region Times,https://riverregiontimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Rockford Sun,https://riverregiontimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Rock Island Today,https://riverregiontimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Rodong Sinmun (North Korea),http://www.rodong.rep.kp/en,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Rogue Review,https://www.roguereview.net/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Rome Reporter,https://www.roguereview.net/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
RT DE (RT News Germany),https://de.rt.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
RT News (RT.Com),https://www.rt.com/news/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Rudaw,https://www.rudaw.net/english,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Rumble,https://rumble.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Ruptly,https://ruptly.tv/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
RushLimbaugh.com,https://www.rushlimbaugh.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Russia Insider,https://russia-insider.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Russian News Agency-TASS,https://tass.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Ruth Institute,http://www.ruthinstitute.org,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Sacramento Standard,https://sacramentostandard.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Salem News Wire,https://sacramentostandard.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
San Diego City Wire,https://sandiegocitywire.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
San Francisco Sun,https://sanfransun.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Sangamon Sun,https://sanfransun.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
San Joaquin Times,https://sanjoaquintimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
San Jose Standard,https://sanjosestandard.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Santa Clara Today,https://santaclaratoday.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Santa Cruz Standard,https://santacruzstandard.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
San Mateo Sun,https://sanmateosun.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Santa Monica Observer,https://www.smobserved.com,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Sarasota Review,https://www.smobserved.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Savannah Standard,https://www.smobserved.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
SC Alaska News,https://scalaskanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SE Atlanta News,https://scalaskanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
SC Connecticut News,https://scalaskanews.com/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
SC Kansas News,https://scalaskanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
SE Alaska News,https://sealaskanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SE Arizona News,https://searizonanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Secure America Now,https://searizonanews.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SE Colorado News,https://secoloradonews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
SE Connecticut News,https://seconnnews.com/,USA (45/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
SE Denver News,https://sedenvernews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
SE Georgia News,https://sedenvernews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
SE Illinois News,https://sedenvernews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
SE Indiana News,https://sedenvernews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
SE Iowa News,https://sedenvernews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
SE Kansas News,https://sedenvernews.com/,USA,MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
SE LA Times,https://selatimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SFV Today,https://sfvtoday.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
SGV Standard,https://sgvstandard.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Shafaq News,https://sgvstandard.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Shoals Today,https://shoalstoday.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
SHTFplan.com,https://www.shtfplan.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Sick Chirpse,https://www.sickchirpse.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Sioux City Times,https://www.sickchirpse.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Skeptic Ink,https://skepticink.com/,Unknown (lack of transparency),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
SLO Reporter,https://sloreporter.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
Sohu.com,https://www.sohu.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
Solano Sun,https://solanosun.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
South Africa Today,https://southafricatoday.net,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
South Alameda News,https://southalamedanews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
South Atlanta News,https://southalamedanews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Bay Leader,https://southbayleader.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
South Bay SD News,https://southbaysdnews.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,fake_news
South Bend Times,https://southbaysdnews.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Sons of 1776,https://sonsof1776.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
South Alabama Times,https://southalabamatimes.com/,N/A,N/A,N/A,N/A,N/A,N/A,fake_news
South Broward News,https://southalabamatimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Central Reporter,https://southalabamatimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Cook News,https://southalabamatimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Southern Illinois News,https://southalabamatimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
Southern Indiana Today,https://southalabamatimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South DSM News,https://southalabamatimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Georgia Times,https://southalabamatimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Gwinnett News,https://southalabamatimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Indy News,https://southalabamatimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
South Iowa News,https://southalabamatimes.com/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,fake_news
