Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other North,Other South,World,
Georgia,0,0,0,0,0,0,0,61,"40,794",0,670,"3,467","50,173",0,0,0,0,"8,558",600,0,0,1,0,2,0,0,78,0,505,0,0,0,0,0,"1,923",0,0,0,0,3,0,5,0,0,0,14,0,0,5,0,"17,994","1,908",233,0,0,17,0,10,0,0,0,915,0,0,0,78,"7,698",0,0,0,0,"18,000",0,"81,876",0,0,0,0,0,0,0,0,0,0,244,24,0,0,0,0,660,0,"9,479","14,010",0,0,2,"3,356",72,0,0,0,0,0,"3,631",0,"1,321",0,0,0,0,0,"1,000",10,0,0,0,0,110,0,0,50,0,0,0,45,0,"4,571",0,0,0,0,0,0,0,0,358,0,0,1,0,0,0,315,0,0,0,59,0,0,8,0,350,"1,106",0,0,75,"450,539",0,0,0,0,0,0,47,0,0,0,0,83,33,0,0,0,0,"12,115",0,0,0,0,0,0,0,0,"1,325",860,0,682,0,0,0,0,0,0,0,"9,512","3,584",0,0,0,"67,875",0,"2,777","26,688",0,"23,175",0,13,0,0,0,0,0,0,0,0,"875,753",
Germany,0,228,"1,561",0,339,0,84,"10,340",679,67,"124,320","219,943","2,853",301,0,0,0,65,"81,416",75,0,246,28,"2,104",532,"1,332","19,902",0,"5,763",0,0,68,40,318,"200,414",177,124,0,0,"12,665","14,446","2,523",0,0,587,"2,745",0,"32,879",352,126,"3,058","16,700","29,110",0,30,"7,028","6,417","7,276",228,0,0,"2,519",0,46,0,"6,594","238,107",428,84,0,"1,704",0,0,"112,270",58,0,0,665,539,0,0,"1,903",294,"2,003","31,702","1,703","2,125",0,0,0,"15,452",0,"18,650","211,621",0,"6,669",721,"223,789","1,555",0,0,"1,932",0,0,"2,022",0,"2,100",231,0,184,"7,186","1,877","2,099","15,056",0,42,264,0,"1,308",260,0,"1,231",0,68,360,"6,400",0,"2,864",887,167,"1,613","1,476",0,0,"8,412",0,"118,584",0,"13,805",309,0,0,0,"28,239",0,0,0,"1,099",0,"1,939","3,403","3,905","81,779","27,792",661,0,"8,643","142,126",189,50,4,0,0,850,"15,972",85,127,0,0,"5,077","21,977",0,0,"93,660",0,"175,622",561,23,74,0,0,0,0,0,"49,586","350,452",0,138,"7,795","24,381",0,594,0,254,"1,477","263,318","1,996",0,0,340,"64,015",0,"299,000","563,985","1,397","12,905",6,"4,276",228,0,0,0,291,0,474,7,"4,142,199",
Ghana,0,0,137,0,0,0,31,99,0,3,"5,980","2,255",0,50,0,0,0,0,"9,372",0,"10,539",123,0,14,0,0,74,0,20,"33,242",0,43,0,"4,965","24,718",0,0,0,0,9,"1,165",9,0,0,0,11,"48,070",0,3,0,98,279,"2,035",0,7,0,56,253,3,0,0,12,0,31,0,"1,521","6,797",0,"6,062",0,0,"33,000",0,"1,051",0,0,0,0,850,0,0,0,0,0,141,70,0,0,0,0,"1,294",0,0,"47,287",0,"2,165",27,0,339,0,0,0,0,0,0,0,0,0,91,"8,439",627,0,0,10,0,0,0,0,"1,328",0,"19,505",84,0,451,0,30,0,0,0,0,0,0,0,0,132,0,"13,990",0,0,0,"1,962","229,048",0,"1,962",0,0,0,17,0,0,8,35,39,199,0,0,75,316,0,0,0,5,0,"1,739",28,20,"1,341",0,0,19,62,0,0,"11,013",0,"16,006",0,6,24,0,0,0,0,0,"2,663","2,708",0,0,0,0,0,"47,997",0,0,0,213,0,0,0,0,50,0,"87,000","171,428",2,0,5,33,0,0,0,0,182,0,0,2,"865,204",
Greece,0,"31,871",582,0,0,0,0,"1,552","1,653",9,"116,640","5,736",0,94,0,0,0,107,"16,720",0,0,105,0,27,40,0,"1,887",0,"11,688",0,0,0,0,337,"83,910",0,0,0,0,241,370,124,0,0,0,33,0,143,20,0,"27,912","1,876","2,420",0,0,130,106,"1,202",5,0,0,109,0,3,0,"1,239","13,085",0,0,0,162,"348,475",0,0,0,0,0,0,0,0,0,0,10,0,"1,289",54,0,0,0,0,684,0,"2,110","16,382",0,0,61,"8,041",87,0,0,0,0,0,0,0,45,0,0,0,"2,675",63,44,"1,934",0,233,0,0,0,0,0,96,0,0,0,241,0,78,259,0,118,0,0,0,0,0,"14,944",0,0,8,0,0,0,"2,560",0,0,0,335,0,14,69,157,"3,321",194,12,0,"6,138","1,953",0,0,0,0,0,0,"1,450",1,0,0,0,500,165,0,0,"14,912",0,"3,904",90,2,0,0,0,0,0,0,"16,025","12,138",0,0,0,0,0,0,0,0,0,"26,928",0,0,0,59,380,0,"52,000","135,484",103,360,0,746,0,0,0,0,0,0,1,0,"1,000,070",
Greenland,0,0,0,0,0,0,0,15,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,52,0,0,0,0,6,0,2,0,0,0,8,0,0,91,0,0,0,"18,855",0,0,0,0,0,0,0,0,0,0,158,0,0,12,0,0,0,0,0,0,19,0,0,0,414,0,0,0,0,0,0,0,81,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,312,0,0,0,7,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48,702,0,0,0,0,0,0,0,0,0,0,0,0,"20,948",
Grenada,0,0,0,0,0,0,195,11,0,259,140,15,0,36,0,0,759,0,4,0,0,50,0,0,0,0,31,0,0,0,0,0,0,0,"12,004",23,0,0,0,6,0,5,0,0,0,8,0,0,84,2,0,11,10,0,0,12,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,197,0,0,0,2,0,0,0,0,0,25,0,0,13,310,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,0,0,18,0,0,0,27,0,0,8,0,6,7,0,0,1,21,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,627,0,58,160,0,434,0,0,0,40,47,0,0,0,0,0,0,0,"8,079",0,0,0,0,0,0,4,0,"8,356","36,056",1,0,0,165,0,687,0,0,0,0,2,0,"69,096",
Guam,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,5,0,1,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,305,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,810,0,0,0,259,0,0,0,0,"1,039",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,185,0,0,0,0,0,0,0,"2,774",
Guatemala,0,0,0,0,0,0,0,507,0,10,520,406,0,36,0,0,0,0,839,"25,493",0,10,0,147,0,0,357,0,6,0,0,0,0,0,"18,386",0,0,0,0,279,0,490,0,0,0,"3,120",0,0,71,0,0,44,125,0,0,657,628,13,"8,943",0,0,9,0,0,0,74,"3,039",0,0,0,0,"2,099",0,29,0,0,0,0,0,0,0,0,"4,653",0,23,39,0,0,0,0,261,0,0,"2,166",455,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,"1,082",0,0,2,0,0,0,"42,874",0,0,0,0,0,0,0,0,0,0,764,0,0,"1,809",0,0,0,448,0,0,0,"1,658",0,39,191,35,7,32,371,0,3,12,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,148,0,"8,642",0,0,4,0,0,0,0,0,809,"1,036",0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,859,"935,707",77,0,0,434,0,0,0,0,0,0,0,0,"1,071,030",
Guinea,0,0,0,0,0,"2,284",0,23,0,0,950,335,0,0,0,0,0,0,"14,357",0,0,0,0,9,0,0,70,0,11,0,0,423,0,"4,974","4,412",0,91,0,0,5,357,5,0,0,0,2,"106,803",0,13,0,0,158,141,0,0,4,14,135,0,0,0,0,0,0,0,96,"30,667",0,"4,742","42,994",0,"4,244",161,178,0,0,0,0,0,"5,175",0,0,0,0,40,19,0,0,0,0,176,0,0,"4,707",0,0,5,0,120,0,0,0,0,0,0,0,0,0,0,"37,026",0,0,0,15,0,0,0,0,66,0,"18,665",1,0,"6,635",0,38,0,0,3,0,0,"1,008",0,0,48,0,"2,480",0,0,9,0,"5,878",0,276,0,0,0,4,0,0,2,0,61,"4,650",0,0,64,204,0,0,0,0,0,"50,226",0,3,"71,495",0,0,6,9,0,0,127,0,"11,588",0,0,0,0,0,1,0,0,528,"1,463",0,0,0,0,0,"3,423",0,0,0,11,0,0,0,0,32,0,"2,072","20,005",0,0,0,2,0,0,0,0,0,0,0,909,"467,933",
Guinea-Bissau,0,0,0,0,0,0,0,5,0,0,20,78,0,0,0,0,0,0,290,0,0,0,0,0,0,0,"1,157",0,6,0,0,"5,139",0,0,98,0,56,0,0,5,284,6,0,0,0,0,370,0,6,0,0,36,147,0,0,0,11,128,0,0,0,0,0,0,0,8,"3,111",0,0,"13,129",0,0,0,0,0,0,0,0,"4,411",0,0,0,0,0,4,1,0,0,0,0,8,0,0,"1,161",0,0,1,0,789,0,0,0,0,0,0,0,0,0,0,451,316,0,0,0,0,0,0,0,0,0,0,0,0,"2,575",0,10,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,"4,600",0,58,0,0,0,4,0,0,7,0,0,"29,358",0,0,21,131,0,0,0,0,0,"28,756",0,0,20,0,0,2,20,0,0,47,0,"5,773",0,0,0,0,0,0,0,0,142,595,0,0,0,0,0,133,0,0,0,0,0,0,0,0,8,0,"2,108",97,0,0,0,0,0,0,0,0,0,0,0,959,"106,901",
Guyana,0,0,0,0,0,0,"6,601",9,0,290,580,19,0,"1,391",0,0,"6,629",0,89,0,0,101,0,5,0,0,"2,323",0,5,0,0,0,0,0,"102,252",432,0,0,0,19,0,20,0,0,0,33,0,0,10,467,0,13,98,0,191,62,29,0,0,0,0,2,0,0,0,18,"4,849",0,0,0,0,0,0,20,0,513,0,12,0,0,0,0,1,0,8,21,0,0,0,0,62,0,0,73,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,"2,278",0,0,2,0,0,0,87,0,0,0,49,0,6,12,0,28,6,67,0,5,18,0,0,0,0,0,0,0,0,0,0,"1,870",2,3,0,0,92,0,112,0,837,"1,992",0,936,0,"13,528",0,120,140,0,0,0,0,0,0,0,"9,895",0,8,0,0,0,0,0,0,"21,073","266,368",2,0,0,"9,291",0,0,0,0,0,0,"4,976",736,"461,812",
Haiti,0,0,0,0,0,0,33,309,0,"1,642",130,93,0,"40,491",0,0,33,0,"1,969",59,0,"1,664",0,15,0,0,66,0,6,0,0,0,0,0,"93,131",26,0,0,0,57,0,122,0,0,0,293,0,0,966,"2,009",5,4,32,0,"1,407","336,729",142,0,4,0,0,0,0,0,0,11,"77,446",0,0,0,0,"1,586",0,37,0,0,0,14,24,0,0,0,43,0,5,12,0,0,0,0,14,0,0,732,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,4,0,629,0,0,9,0,0,0,0,0,0,0,"1,419",0,0,25,0,0,0,47,0,0,0,559,0,1,59,0,0,4,156,0,2,23,0,0,0,0,0,0,0,1,0,0,"2,843",3,3,0,0,0,0,729,37,23,0,0,0,0,918,0,144,"1,756",0,0,0,0,0,0,0,0,0,0,0,"15,040",0,0,2,0,278,"668,223",7,0,0,"1,929",0,805,0,0,0,0,"35,888",9,"1,292,950",
Honduras,0,0,0,0,0,0,7,283,0,10,300,107,0,44,0,0,0,0,278,"9,762",0,7,0,240,0,0,155,0,2,0,0,0,0,0,"6,748","2,352",0,0,0,296,0,376,0,0,0,"3,947",0,0,35,0,5,29,113,0,1,599,684,1,"11,753",0,0,2,0,0,0,68,594,0,0,0,0,"1,444",0,49,0,0,0,"8,726",289,0,0,0,0,0,11,34,0,0,0,0,31,0,0,"2,636",242,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"14,544",0,0,0,0,0,0,0,0,0,0,487,0,0,"12,717",0,0,0,119,0,0,0,"1,553",0,37,195,21,7,15,758,0,6,22,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,"55,266",0,1,0,0,0,0,0,0,361,639,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,559,"651,059",43,0,0,298,0,0,0,0,0,0,1,0,"790,990",
"Hong Kong SAR, China",0,0,0,0,0,0,0,34,0,47,"96,920",334,0,27,0,0,0,0,0,79,0,36,0,2,0,0,0,"6,560",0,0,0,0,119,0,"249,112",0,0,0,0,65,"276,187",36,0,0,0,"3,305",0,0,3,113,0,50,0,0,0,0,146,7,8,0,0,4,0,0,0,0,522,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,"2,029",0,0,0,0,0,38,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,817",0,0,0,345,0,0,0,0,0,74,0,21,0,0,0,0,0,0,0,0,0,"9,899",0,"7,529",0,0,0,0,"1,021",0,0,0,290,0,0,0,264,0,137,0,0,0,60,0,0,0,0,0,0,0,0,0,"63,912",3,2,4,0,0,"2,665",0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,"1,206",0,0,0,0,0,87,0,0,0,0,4,0,"98,384","212,253",1,0,6,581,"1,136",0,0,0,0,0,128,0,"1,059,439",
Hungary,0,703,0,0,0,0,0,941,0,2,"20,980","67,729",137,10,0,0,0,340,"8,386",0,0,14,0,28,153,0,"1,869",0,550,0,0,0,0,0,"53,206",0,0,0,0,410,380,149,0,0,0,74,0,"2,657",72,0,406,"4,800","4,723",0,0,70,316,140,1,0,0,305,0,8,0,"2,248","10,712",0,0,0,48,"192,340",0,"1,696",0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,"8,825",0,"9,480","12,870",0,0,591,0,174,0,0,0,0,0,0,0,191,189,0,0,345,69,133,"1,152",0,81,0,0,0,0,0,180,0,0,0,304,0,178,14,11,238,0,0,0,0,0,"14,024",0,"1,458",8,0,0,0,"4,177",0,0,0,60,0,0,77,251,"1,440",413,16,0,"8,469","16,852",0,0,2,0,0,0,"3,606",3,0,0,0,"16,820",725,0,0,0,0,"9,095",0,0,0,0,0,0,0,0,"16,531","23,168",0,0,0,0,0,0,0,0,0,771,0,0,0,0,"11,235",0,"100,000","62,296",121,620,1,"1,043",0,0,0,0,0,0,0,0,"705,169",
Iceland,0,0,0,0,0,0,0,25,0,1,720,208,0,2,0,0,0,0,223,0,0,1,0,2,0,0,591,0,162,0,0,0,0,0,786,0,0,0,0,14,112,11,0,0,0,24,0,0,0,0,39,65,"7,466",0,0,20,29,1,2,0,0,34,0,672,0,159,396,0,0,0,0,"1,819",0,53,163,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,63,0,0,189,0,0,3,0,35,0,0,0,0,0,0,0,31,0,0,0,0,2,48,349,0,0,0,0,690,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,"8,583",0,0,0,11,0,0,18,55,528,30,0,0,11,44,0,0,0,0,0,0,0,6,0,0,0,71,13,0,0,51,0,"1,068",0,0,0,0,0,0,0,0,"5,644",417,0,0,0,0,0,0,0,0,0,63,0,0,0,0,7,0,"1,823","5,581",4,0,0,3,0,0,0,0,0,0,1,0,"39,876",
India,0,0,"1,075",0,93,0,81,"1,736",0,332,"468,830","13,647",0,623,"310,591","35,250",593,47,"21,420",414,0,524,"48,076",111,0,"9,861","1,079","11,367",281,0,0,0,98,0,"602,146",748,0,0,0,686,"15,051",153,0,0,0,448,0,65,32,650,"3,236","2,521","8,529",0,28,397,333,"1,996",11,0,119,337,0,66,"2,367","5,688","48,791",47,0,0,31,"79,000",989,"9,967",0,0,0,25,47,0,0,0,13,"18,285","1,466",314,0,"12,252",0,236,"21,255",0,"17,990","149,478","1,698","25,716","5,956",0,"23,151",0,366,"5,924",0,"1,157,072",0,0,170,"1,905",234,746,"4,950",26,69,205,0,0,"4,391","2,434","135,352","19,801",0,329,0,0,"9,500","2,078",0,0,37,101,0,0,"2,696","37,004",624,"440,198","27,026",0,"71,658",26,0,0,0,"12,485","1,201,995","1,395,854",0,"4,626",345,126,241,"10,973",919,"8,068",65,"658,488",102,"5,705",355,0,1,0,"2,266,216",0,292,"6,550",387,"154,788",863,168,200,225,0,"39,907","1,415","42,228","10,814",49,119,0,0,"1,506",0,0,"23,237","20,517",0,634,"41,097","46,113",0,0,260,965,0,772,0,0,0,"5,745","3,854","3,310,419","809,000","2,434,524",45,173,7,262,"2,026",0,0,0,"4,857",0,853,30,"16,444,830",
Indonesia,0,0,"2,901",0,0,0,0,95,0,58,"83,780","1,330",0,34,"29,553","156,500",0,0,"3,397",0,0,35,0,10,0,0,892,"6,517",55,0,0,0,108,0,"15,718",0,0,0,0,108,"58,639",88,0,0,0,29,0,26,15,185,204,349,"1,020",0,0,29,96,"5,380",1,0,0,16,0,11,0,509,"5,076",21,0,0,0,"14,000",0,434,0,0,0,41,0,0,0,0,0,"136,697",250,136,811,0,0,0,277,0,0,"3,306",0,"31,068","19,060",0,99,0,"1,428","34,215",0,"108,415",0,0,1,"3,358",0,0,"13,356",0,0,17,0,0,0,0,"1,091,841",0,0,30,0,0,0,192,0,0,0,0,0,437,0,0,82,0,"123,497","1,317","5,240",6,0,0,0,"1,536","65,305",382,0,139,"14,066",0,51,"3,407",122,257,12,"43,909",15,163,0,0,0,0,"1,548,032",0,31,142,0,"168,355",62,38,58,"1,097",0,"2,011",0,"2,071",324,5,0,0,0,0,0,0,"2,429","3,627",0,0,0,"2,952","6,040",0,0,0,0,267,0,0,0,0,20,"304,044","11,489","94,453",7,0,2,59,"8,217",0,0,0,0,0,222,0,"4,247,814",
"Iran, Islamic Rep.",0,0,0,0,0,0,0,208,"8,929",5,"55,650","19,796","1,501",5,0,0,0,48,"10,833",0,0,12,0,64,0,0,654,0,424,0,0,0,0,0,"140,318",15,0,0,0,101,"1,141",125,0,0,0,142,0,46,2,0,"1,417",775,"15,550",0,0,96,280,170,18,0,0,104,0,8,0,"6,102","23,134",0,0,0,121,"119,000",0,"3,335",0,0,0,18,39,0,0,0,8,0,"2,440",76,"1,688",0,0,"15,611",933,0,"45,170","15,730",0,"6,077",94,0,196,0,0,0,0,"46,419",0,0,30,0,0,0,420,0,64,246,0,0,0,0,"9,817",0,0,37,0,0,0,115,0,0,76,0,0,0,0,0,26,0,"29,670",0,"3,286",10,0,0,0,"16,535",0,"2,154",0,88,0,27,68,604,248,211,19,"30,000","1,663","2,013",0,0,7,0,0,0,64,1,0,0,0,142,128,0,0,"1,162",0,"6,514",104,1,0,0,0,0,0,0,"69,067","10,142",0,"1,229",0,"1,942",0,0,0,0,0,"36,226","3,182",0,0,0,"2,157",,"77,000","386,073",48,0,1,91,0,0,0,7,0,0,1,0,"1,237,344",
Iraq,0,0,"15,208",0,0,0,0,54,0,0,"71,240","15,319",0,0,0,0,0,0,"20,836",0,0,4,0,10,8,0,625,0,"1,306",0,0,0,0,0,"57,576",0,0,0,0,29,"1,334",23,0,0,0,15,0,79,5,0,370,929,"21,249",0,0,27,53,"28,192",1,0,0,21,0,0,0,"10,723","6,212",0,0,0,0,"227,195",0,"7,704",0,0,0,11,0,0,0,0,0,0,"1,060",48,493,0,"84,667",0,"1,620",0,"52,960","3,940",0,0,"227,215",0,62,0,0,0,0,0,0,0,8,"148,470",0,0,"70,010",0,0,15,0,0,0,0,"5,325",0,0,103,0,185,0,36,0,0,0,0,0,"1,756",0,0,0,0,"40,884",0,"5,849",3,0,0,0,"22,186","10,734",235,0,12,0,2,23,73,456,44,0,0,"1,871",986,0,0,0,0,"5,503",0,275,0,0,0,0,86,69,0,0,270,0,"2,100",40,0,0,0,0,2,0,0,"131,888","8,050","206,944",64,0,84,0,0,0,0,648,"97,528",0,0,0,0,192,0,"79,000","221,587",3,0,0,80,0,0,0,"10,327",0,0,0,0,"1,932,429",
Ireland,0,0,0,0,0,0,0,313,0,3,"86,450","1,151",0,61,0,0,0,23,"3,362",0,0,268,0,80,0,741,210,0,351,0,0,0,0,0,"32,595",299,10,0,"3,995",161,969,139,0,0,0,89,0,51,0,0,914,"1,156","1,578",0,0,70,290,90,11,0,0,97,0,3,0,604,"9,977",0,0,0,0,"14,000",0,579,0,0,0,0,0,0,0,0,0,705,"1,370",110,0,0,0,0,0,"2,233",0,"3,534",0,"1,288",51,0,245,0,0,0,0,0,0,0,822,0,0,0,0,17,"1,136","1,725",0,0,0,0,"1,199",0,0,341,0,0,50,446,0,0,36,9,0,0,0,0,54,0,"5,451",0,"9,648",26,0,0,0,"1,152",0,0,0,94,572,0,247,444,"8,136","1,614",12,0,953,175,0,0,0,0,0,0,51,14,0,0,0,"1,047",97,29,0,"19,989",0,"13,863",0,6,0,0,0,0,0,0,"2,565","3,811",0,0,0,0,0,0,0,0,0,797,0,0,0,0,76,0,"398,000","125,840",21,0,0,62,0,0,0,0,0,0,6,2,"770,861",
Isle of Man,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,681",0,0,0,0,3,0,0,0,0,0,0,0,0,"9,196",
Israel,0,0,0,0,0,0,0,"1,716",0,2,"11,960","2,230",0,11,0,0,0,385,"3,521",0,0,74,0,189,0,0,"2,464",0,652,0,0,0,0,0,"26,561",18,0,0,0,672,757,500,0,0,0,379,0,53,3,0,450,"1,712","1,247",0,0,256,759,667,43,0,0,66,0,11,0,760,"9,336",0,16,0,31,"14,000",52,699,0,0,0,136,10,0,0,0,90,0,"1,733",37,0,0,0,0,441,0,0,"3,829",0,0,"1,582",0,204,0,0,0,0,0,0,0,82,506,0,0,0,0,88,45,0,0,0,0,0,0,0,21,0,0,0,"1,983",0,79,15,0,0,0,0,0,100,0,"5,594",0,0,9,0,0,0,823,0,0,0,"1,150",0,21,591,633,372,351,59,0,"2,423","3,651",0,0,1,0,0,0,108,3,0,0,0,205,72,0,0,"7,378",0,"2,908",55,1,0,0,0,0,0,0,"2,611","3,859",0,0,0,0,0,0,0,0,0,"4,027",0,0,0,0,"3,789",0,"16,000","142,078",189,258,1,475,0,0,"63,142",0,0,0,0,0,"356,070",
Italy,0,"8,973","1,486",0,456,0,74,"158,049",0,51,"194,900","31,197",0,164,0,0,0,23,"120,609",0,0,109,13,"1,485",111,646,"45,541",0,"3,582",0,0,417,16,"1,157","340,444",120,354,0,0,"4,688","5,958","3,001",0,0,0,"2,596",0,"3,294",230,23,567,"5,605","7,341",0,1,"9,622","5,602","3,939",283,0,0,"1,172",0,11,0,"2,606","380,356",177,0,0,17,"611,450",268,"6,188",0,0,0,382,79,0,0,"2,605",262,652,"5,258",308,0,0,0,0,"8,507",0,"5,820",0,0,"3,332",310,0,"1,493",0,0,0,0,0,0,0,242,0,0,49,"6,839","1,180",262,"21,877",0,38,237,0,539,332,0,"1,956",0,121,307,"6,406",0,239,"7,006",19,179,"2,080",0,0,764,0,"27,624",370,"2,098",196,0,0,0,"4,329",0,0,0,"1,360",0,898,"3,890","1,785","10,647","2,816",251,0,"50,893","1,897",0,0,"4,563",0,0,0,"1,909",123,0,0,18,"3,117","9,471",0,0,"38,515",0,"109,153","5,170",6,17,0,0,0,0,0,"10,769","263,337",0,0,"5,807","7,864",0,0,0,0,"2,246","4,210",0,0,0,590,311,0,"220,000","335,763","7,399",0,10,"51,863",112,0,0,0,0,0,615,0,"3,236,664",
